Date,bgopen,bgclose,bglow,bghigh,bgvolume
2009-02-09,49.83000183105469,51.869998931884766,49.630001068115234,53.189998626708984,2510800.0
2009-02-10,51.650001525878906,49.90999984741211,49.61000061035156,53.7400016784668,2196800.0
2009-02-11,49.9900016784668,50.130001068115234,48.150001525878906,50.84000015258789,2465400.0
2009-02-12,49.650001525878906,50.959999084472656,48.439998626708984,51.189998626708984,1675900.0
2009-02-13,50.959999084472656,51.77000045776367,50.83000183105469,52.68000030517578,1136400.0
2009-02-17,50.79999923706055,48.040000915527344,47.5,50.79999923706055,2539600.0
2009-02-18,48.040000915527344,48.790000915527344,47.470001220703125,49.2400016784668,1630100.0
2009-02-19,49.060001373291016,48.099998474121094,48.0,50.11000061035156,2155900.0
2009-02-20,46.77000045776367,48.029998779296875,46.380001068115234,48.880001068115234,2156500.0
2009-02-23,48.47999954223633,47.15999984741211,46.66999816894531,48.47999954223633,2210000.0
2009-02-24,47.279998779296875,48.36000061035156,46.47999954223633,48.47999954223633,1688400.0
2009-02-25,48.63999938964844,48.119998931884766,47.4900016784668,49.5099983215332,1669200.0
2009-02-26,48.47999954223633,46.380001068115234,46.36000061035156,49.38999938964844,1833500.0
2009-02-27,46.220001220703125,46.880001068115234,45.41999816894531,48.31999969482422,1734100.0
2009-03-02,46.40999984741211,42.58000183105469,42.47999954223633,46.40999984741211,1908200.0
2009-03-03,42.880001068115234,44.4900016784668,42.34000015258789,44.88999938964844,2261600.0
2009-03-04,44.959999084472656,47.0099983215332,44.880001068115234,47.5099983215332,2018600.0
2009-03-05,45.720001220703125,46.779998779296875,44.400001525878906,48.220001220703125,2759200.0
2009-03-06,46.66999816894531,47.880001068115234,46.5099983215332,49.709999084472656,2050000.0
2009-03-09,47.84000015258789,48.08000183105469,47.29999923706055,49.849998474121094,2077500.0
2009-03-10,49.70000076293945,51.34000015258789,49.25,51.439998626708984,1748500.0
2009-03-11,51.68000030517578,50.220001220703125,49.90999984741211,52.0,1754000.0
2009-03-12,49.5099983215332,51.4900016784668,49.5,51.720001220703125,1945900.0
2009-03-13,51.75,52.25,50.790000915527344,52.43000030517578,1328800.0
2009-03-16,52.349998474121094,55.04999923706055,52.0,56.150001525878906,2006700.0
2009-03-17,54.90999984741211,55.84000015258789,54.290000915527344,56.47999954223633,1565700.0
2009-03-18,54.95000076293945,55.790000915527344,54.95000076293945,57.20000076293945,1843300.0
2009-03-19,56.08000183105469,57.369998931884766,56.0099983215332,57.959999084472656,1842200.0
2009-03-20,57.56999969482422,56.459999084472656,56.060001373291016,58.0,1739600.0
2009-03-23,58.0,58.959999084472656,57.93000030517578,59.959999084472656,1572900.0
2009-03-24,57.90999984741211,58.849998474121094,57.5,60.79999923706055,1675600.0
2009-03-25,59.11000061035156,58.689998626708984,57.06999969482422,60.209999084472656,1405000.0
2009-03-26,59.0,59.33000183105469,58.81999969482422,60.43000030517578,1882900.0
2009-03-27,58.81999969482422,59.099998474121094,57.5,59.9900016784668,1315100.0
2009-03-30,56.869998931884766,55.099998474121094,54.22999954223633,57.66999816894531,2006900.0
2009-03-31,55.95000076293945,56.650001525878906,55.560001373291016,57.54999923706055,1460400.0
2009-04-01,56.02000045776367,57.939998626708984,55.08000183105469,58.099998474121094,1091500.0
2009-04-02,59.11000061035156,58.20000076293945,57.93000030517578,59.900001525878906,1542300.0
2009-04-03,58.41999816894531,59.02000045776367,58.13999938964844,59.34000015258789,1266300.0
2009-04-06,58.81999969482422,58.11000061035156,56.7400016784668,59.279998779296875,1962700.0
2009-04-07,56.45000076293945,55.790000915527344,55.470001220703125,58.02000045776367,1778100.0
2009-04-08,56.029998779296875,55.869998931884766,55.290000915527344,56.720001220703125,2167900.0
