Date,renopen,renclose,renlow,renhigh,renvolume
2008-04-15,45.75,45.650001525878906,45.5,45.79999923706055,8200.0
2008-04-16,45.70000076293945,45.5,45.400001525878906,45.70000076293945,29800.0
2008-04-17,45.400001525878906,45.5,45.29999923706055,45.70000076293945,8800.0
2008-04-18,45.70000076293945,45.400001525878906,45.20000076293945,45.70000076293945,207700.0
2008-04-21,45.29999923706055,45.54999923706055,45.29999923706055,45.599998474121094,2000.0
2008-04-22,45.349998474121094,45.45000076293945,45.29999923706055,45.5,11200.0
2008-04-23,45.650001525878906,45.45000076293945,45.29999923706055,45.70000076293945,3000.0
2008-04-24,45.599998474121094,45.70000076293945,45.29999923706055,45.70000076293945,12100.0
2008-04-25,45.45000076293945,45.54999923706055,45.25,45.70000076293945,11200.0
2008-04-28,45.400001525878906,45.650001525878906,45.400001525878906,45.70000076293945,5900.0
2008-04-29,45.75,45.599998474121094,45.5,45.95000076293945,72300.0
